instrument_key,tradingsymbol,name,exchange
NSE_EQ|INE0Q6H01012,SONAMAC,SONA MACHINERY LIMITED,NSE_EQ
BSE_EQ|INE491A01021,CUB,CITY UNION BANK LTD.,BSE_EQ
BSE_EQ|INE538D01015,SHKARTP,SHREE KARTHIK PAPERS LTD.,BSE_EQ
BSE_EQ|INE567L01017,LORDSMARK,LORDS MARK INDIA LIMITED,BSE_EQ
NSE_INDEX|NIFTY LARGEMID250,NIFTY LARGEMID250,NIFTY LARGEMID250,NSE_INDEX
BSE_EQ|INE891D01026,REDINGTON,Redington Limited,BSE_EQ
NSE_EQ|INE932X01026,SHAREINDIA,SHARE IND. SECURITIES LTD,NSE_EQ
BSE_EQ|INE804Q01013,GLCL,Globe Commercials Limited,BSE_EQ
BSE_EQ|INE552F01011,ZNIVITRD,NIVI TRADING LTD.,BSE_EQ
BSE_EQ|INE094R01019,ZSWASTSA,SWASTIK SAFE DEPOSIT & INVESTM,BSE_EQ
NSE_EQ|INE188Y01031,VERTOZ,VERTOZ LIMITED,NSE_EQ
BSE_EQ|INF109KC1Y56,SILVERIETF,ICICI Prudential Mutual Fund,BSE_EQ
BSE_EQ|INE679V01027,AVL,Aditya Vision Limited,BSE_EQ
BSE_EQ|INE123B01028,NAGREEKEXP,NAGREEKA EXPORTS LTD.,BSE_EQ
BSE_EQ|INE0KWJ01014,RETAGGIO,Retaggio Industries Limited,BSE_EQ
NSE_EQ|INE032A01023,BOMDYEING,BOMBAY DYEING & MFG. CO L,NSE_EQ
BSE_EQ|INE495B01038,SUVEN,SUVEN LIFE SCIENCES LTD.,BSE_EQ
NSE_EQ|INE353H01010,SGL,STL GLOBAL LIMITED,NSE_EQ
BSE_EQ|INE297J01023,TIRSARJ,TIRUPATI SARJAN LTD.,BSE_EQ
BSE_EQ|INE0TGG01014,DESCO,Desco Infratech Limited,BSE_EQ
NSE_EQ|INE177A01018,INGERRAND,INGERSOLL-RAND INDIA LTD,NSE_EQ
BSE_EQ|INE716K01020,SFPIL,SQUARE FOUR PROJECTS INDIA LIM,BSE_EQ
BSE_EQ|INE625D01028,STANCAP,STANDARD CAPITAL MARKETS LTD.,BSE_EQ
NSE_EQ|INE772T01024,PVSL,POPULAR VEHICLES N SER L,NSE_EQ
NSE_EQ|INE175A01038,JISLJALEQS,JAIN IRRIGATION SYSTEMS,NSE_EQ
BSE_EQ|INE0WCH01015,JUNGLECAMP,JUNGLE CAMPS INDIA LIMITED,BSE_EQ
NSE_EQ|INE390H01020,KAMDHENU,KAMDHENU LIMITED,NSE_EQ
BSE_EQ|INE177H01039,GPIL,GODAWARI POWER & ISPAT LTD.,BSE_EQ
BSE_EQ|INE032A01023,BOMDYEING,BOMBAY DYEING & MFG.CO.LTD.,BSE_EQ
NSE_EQ|INE705X01026,GOYALALUM,GOYAL ALUMINIUMS LIMITED,NSE_EQ
BSE_EQ|INE730A01022,ORICONENT,ORICON ENTERPRISES LTD.,BSE_EQ
NSE_EQ|INE633B01018,POLYPLEX,POLYPLEX CORPORATION LTD,NSE_EQ
BSE_EQ|INE142K01011,LYPSAGEMS,LYPSA GEMS & JEWELLERY LTD,BSE_EQ
BSE_EQ|INE07K301024,ZAGGLE,ZAGGLE PREPAID OCEAN SERVICES ,BSE_EQ
NCD_FO|14098,EURINR25SEP82.25CE,EURINR,NCD_FO
NSE_EQ|INE075B01020,SICALLOG,SICAL LOGISTICS LIMITED,NSE_EQ
NCD_FO|14099,EURINR25SEP82.25PE,EURINR,NCD_FO
BSE_EQ|INE987E01012,ZJEETMAC,JEET MACHINE TOOLS LTD.,BSE_EQ
NCD_FO|14082,USDINR2590489.25CE,USDINR,NCD_FO
NCD_FO|14083,USDINR2590489.25PE,USDINR,NCD_FO
NCD_FO|14088,USDINR2590489.5CE,USDINR,NCD_FO
NCD_FO|14089,USDINR2590489.5PE,USDINR,NCD_FO
NCD_FO|14071,USDINR2590488.25PE,USDINR,NCD_FO
BSE_EQ|INE236Y01012,NGIL,NAKODA GROUP OF INDUSTRIES LIM,BSE_EQ
NCD_FO|14074,JPYINR25SEP48.25CE,JPYINR,NCD_FO
BSE_EQ|INE800W01019,MANAS,Manas Properties Limited,BSE_EQ
NCD_FO|14070,USDINR2590488.25CE,USDINR,NCD_FO
NCD_FO|14079,USDINR2590488.75PE,USDINR,NCD_FO
NCD_FO|14075,JPYINR25SEP48.25PE,JPYINR,NCD_FO
NCD_FO|14076,USDINR2590488.5CE,USDINR,NCD_FO
NCD_FO|14077,USDINR2590488.5PE,USDINR,NCD_FO
BSE_EQ|INE193D01019,DRL,DISHA RESOURCES LIMITED,BSE_EQ
NCD_FO|14078,USDINR2590488.75CE,USDINR,NCD_FO
BSE_EQ|INE575P01011,STARHEALTH,Star Health and Allied Insuran,BSE_EQ
NCD_FO|14060,USDINR2590487.25CE,USDINR,NCD_FO
NCD_FO|14061,USDINR2590487.25PE,USDINR,NCD_FO
NCD_FO|14062,USDINR2590487.375CE,USDINR,NCD_FO
NCD_FO|14063,USDINR2590487.375PE,USDINR,NCD_FO
BSE_EQ|INE600L01024,LALPATHLAB,Dr. Lal Pathlabs Limited,BSE_EQ
NCD_FO|14064,USDINR2590487.5CE,USDINR,NCD_FO
NCD_FO|14065,USDINR2590487.5PE,USDINR,NCD_FO
NCD_FO|14066,USDINR2590487.75CE,USDINR,NCD_FO
NCD_FO|14067,USDINR2590487.75PE,USDINR,NCD_FO
NCD_FO|14170,GBPINR26JUN120.75CE,GBPINR,NCD_FO
NCD_FO|14171,GBPINR26JUN120.75PE,GBPINR,NCD_FO
BSE_EQ|INE243D01012,BFUTILITIE,BF UTILITIES LTD.,BSE_EQ
NCD_FO|14178,GBPINR26JUN121.75CE,GBPINR,NCD_FO
NCD_FO|14179,GBPINR26JUN121.75PE,GBPINR,NCD_FO
NCD_FO|14174,GBPINR26JUN121.25CE,GBPINR,NCD_FO
NCD_FO|14175,GBPINR26JUN121.25PE,GBPINR,NCD_FO
NCD_FO|14176,GBPINR26JUN121.5CE,GBPINR,NCD_FO
NCD_FO|14177,GBPINR26JUN121.5PE,GBPINR,NCD_FO
BSE_EQ|INE272L01022,SURANASOL,SURANA SOLAR LTD.,BSE_EQ
NSE_EQ|INE575P01011,STARHEALTH,STAR HEALTH & AL INS CO L,NSE_EQ
NCD_FO|14160,GBPINR25904122.75CE,GBPINR,NCD_FO
NCD_FO|14161,GBPINR25904122.75PE,GBPINR,NCD_FO
NCD_FO|14162,USDINR2590485.875CE,USDINR,NCD_FO
NCD_FO|14167,GBPINR26JUN120.25PE,GBPINR,NCD_FO
NCD_FO|14168,GBPINR26JUN120.5CE,GBPINR,NCD_FO
NCD_FO|14169,GBPINR26JUN120.5PE,GBPINR,NCD_FO
NCD_FO|14163,USDINR2590485.875PE,USDINR,NCD_FO
NCD_FO|14166,GBPINR26JUN120.25CE,GBPINR,NCD_FO
NCD_FO|14151,JPYINR25DEC57.25CE,JPYINR,NCD_FO
NCD_FO|14156,EURINR25904105.75CE,EURINR,NCD_FO
NCD_FO|14157,EURINR25904105.75PE,EURINR,NCD_FO
NCD_FO|14158,GBPINR25904122.5CE,GBPINR,NCD_FO
NSE_EQ|INE778B01029,ESTER,ESTER INDUSTRIES LTD,NSE_EQ
NCD_FO|14159,GBPINR25904122.5PE,GBPINR,NCD_FO
NCD_FO|14152,JPYINR25DEC57.25PE,JPYINR,NCD_FO
NCD_FO|14153,JPYINR25DEC57.5CE,JPYINR,NCD_FO
NCD_FO|14154,EURINR25904105.5CE,EURINR,NCD_FO
NCD_FO|14155,EURINR25904105.5PE,EURINR,NCD_FO
BSE_EQ|INE103E01016,SAMRATPH,SAMRAT PHARMACHEM LTD.,BSE_EQ
NSE_EQ|INE142K01011,LYPSAGEMS,LYPSA GEMS & JEWEL LTD,NSE_EQ
NCD_FO|14148,JPYINR25DEC56.75PE,JPYINR,NCD_FO
BSE_EQ|INE016Q01014,CEINSYSTECH,CEINSYS TECH LIMITED,BSE_EQ
NCD_FO|14134,USDINR2590492.75CE,USDINR,NCD_FO
NCD_FO|14137,USDINR2590492.75PE,USDINR,NCD_FO
NCD_FO|14130,USDINR2590492.25CE,USDINR,NCD_FO
NCD_FO|14131,USDINR2590492.25PE,USDINR,NCD_FO
NCD_FO|14132,USDINR2590492.5CE,USDINR,NCD_FO
NCD_FO|14133,USDINR2590492.5PE,USDINR,NCD_FO
NSE_EQ|INF174KA1VD2,MSCIINDIA,KOTAKMAMC - MSCIINDIA,NSE_EQ
BSE_EQ|INE438E01032,SIKA,SIKA INTERPLANT SYSTEMS LTD.,BSE_EQ
NCD_FO|14123,USDINR2590491.75PE,USDINR,NCD_FO
NCD_FO|14120,USDINR2590491.5CE,USDINR,NCD_FO
NCD_FO|14121,USDINR2590491.5PE,USDINR,NCD_FO
NCD_FO|14122,USDINR2590491.75CE,USDINR,NCD_FO
BSE_EQ|INE550F01049,HAZOOR,HAZOOR MULTI PROJECTS LTD.,BSE_EQ
BSE_EQ|INE485C01029,IOLCP,IOL CHEMICALS & PHARMACEUTICAL,BSE_EQ
BCD_FO|2149904,GBPINR26MAR120.5PE,GBPINR,BCD_FO
BCD_FO|2149907,GBPINR26MAR120.5CE,GBPINR,BCD_FO
NCD_FO|14114,USDINR2590490.75CE,USDINR,NCD_FO
NSE_EQ|INE629D01020,BANSWRAS,BANSWARA SYNTEX LIMITED,NSE_EQ
NCD_FO|14115,USDINR2590490.75PE,USDINR,NCD_FO
BSE_EQ|INE492Z01018,GOBLIN,GOBLIN INDIA LIMITED,BSE_EQ
NCD_FO|14118,USDINR2590491.25CE,USDINR,NCD_FO
NCD_FO|14119,USDINR2590491.25PE,USDINR,NCD_FO
BSE_EQ|INE475E01026,CAPLIPOINT,CAPLIN POINT LABORATORIES LTD.,BSE_EQ
NCD_FO|14101,EURINR25SEP82.5PE,EURINR,NCD_FO
NCD_FO|14102,USDINR2590489.75CE,USDINR,NCD_FO
NCD_FO|14103,USDINR2590489.75PE,USDINR,NCD_FO
NCD_FO|14100,EURINR25SEP82.5CE,EURINR,NCD_FO
NCD_FO|14109,USDINR2590490.5PE,USDINR,NCD_FO
NCD_FO|14106,USDINR2590490.25CE,USDINR,NCD_FO
BSE_EQ|INE075B01020,SICALLOG,SICAL LOGISTICS LTD.,BSE_EQ
NCD_FO|14107,USDINR2590490.25PE,USDINR,NCD_FO
NCD_FO|14108,USDINR2590490.5CE,USDINR,NCD_FO
NSE_EQ|INE642Y01029,HINDCON,HINDCON CHEMICALS LIMITED,NSE_EQ
BSE_EQ|INE401B01010,RESPONSINF,RESPONSE INFORMATICS LTD,BSE_EQ
BSE_EQ|INE457N01025,YAMNINV,YAMINI INVESTMENTS COMPANY LTD,BSE_EQ
BSE_EQ|INE778I01024,TELOGICA,TELOGICA LIMITED,BSE_EQ
NSE_EQ|INF109K1A153,EVIETF,ICICIPRAMC - EVIETF,NSE_EQ
BSE_EQ|INE063P01018,EQUITASBNK,Equitas Small Finance Bank Lim,BSE_EQ
NSE_EQ|INE351A01035,UNICHEMLAB,UNICHEM LABORATORIES LTD,NSE_EQ
NSE_FO|115878,M&M25JUL2950CE,MAHINDRA & MAHINDRA LTD,NSE_FO
BSE_EQ|INE643A01035,JTEKTINDIA,JTEKT India Ltd,BSE_EQ
NSE_FO|115870,M&M25JUL2750CE,MAHINDRA & MAHINDRA LTD,NSE_FO
NSE_FO|115871,M&M25JUL2750PE,MAHINDRA & MAHINDRA LTD,NSE_FO
NSE_FO|115876,M&M25JUL2850CE,MAHINDRA & MAHINDRA LTD,NSE_FO
NSE_FO|115877,M&M25JUL2850PE,MAHINDRA & MAHINDRA LTD,NSE_FO
NSE_EQ|INE0R8M01017,OWAIS,OWAIS METAL & MINERAL,NSE_EQ
BSE_EQ|INE229N01010,MARKOBENZ,MARKOBENZ VENTURES LIMITED,BSE_EQ
BSE_EQ|INE557Z01018,PIGL,Power & Instrumentation (Gujar,BSE_EQ
BSE_EQ|INE079C01012,KEL,Kotia Enterprises Limited,BSE_EQ
BSE_EQ|INE828I01019,MEDIAONE,MEDIAONE GLOBAL ENTERTAINMENT,BSE_EQ
NSE_EQ|INE737H01014,FIEMIND,FIEM INDUSTRIES LIMITED,NSE_EQ
BSE_EQ|INE367A01015,MORARKFI,MORARKA FINANCE LTD.,BSE_EQ
BSE_EQ|INE836A01035,BSOFT,BIRLASOFT LIMITED,BSE_EQ
NSE_EQ|INE916U01025,SFL,SHEELA FOAM LIMITED,NSE_EQ
BSE_EQ|INF754K01TX4,ECAPINSURE,Edelweiss Mutual Fund,BSE_EQ
BSE_EQ|INE0CQB01010,COSPOWER,Cospower Engineering Limited,BSE_EQ
BSE_EQ|INE704F01018,PETPLST,PET PLASTICS LTD.,BSE_EQ
BCD_FO|2150995,JPYINR25AUG62.5PE,JPYINR,BCD_FO
BCD_FO|2150999,USDINR25AUG88.5PE,USDINR,BCD_FO
BCD_FO|2150982,EURINR25AUG93.25CE,EURINR,BCD_FO
BCD_FO|2150987,JPYINR25AUG57.75CE,JPYINR,BCD_FO
BCD_FO|2150988,JPYINR25AUG59.25CE,JPYINR,BCD_FO
BCD_FO|2150989,USDINR25AUG84.5CE,USDINR,BCD_FO
NSE_INDEX|NIFTY100 Qualty30,NIFTY100 QUALTY30,NIFTY100 Qualty30,NSE_INDEX
NSE_EQ|INE0PT501018,PLATIND,PLATINUM INDUSTRIES LTD,NSE_EQ
NSE_EQ|INE766P01016,MAHLOG,MAHINDRA LOGISTIC LIMITED,NSE_EQ
NSE_EQ|INE863B01029,PREMEXPLN,PREMIER EXPLOSIVES LTD,NSE_EQ
BSE_EQ|INE00SW01015,BCPL,BCPL Railway Infrastructure Li,BSE_EQ
BSE_EQ|INE875G01048,NDL,NANDAN DENIM LIMITED,BSE_EQ
NSE_EQ|INE358U01012,ZOTA,ZOTA HEALTH CARE LIMITED,NSE_EQ
NSE_EQ|INE11HF01010,EEPL,EPPELTONE ENGINEERS LTD,NSE_EQ
NSE_EQ|INE540G01014,AMBIKCO,AMBIKA COTTON MILL LTD.,NSE_EQ
BSE_EQ|INE997D01021,NEWINFRA,NEWTIME INFRASTRUCTURE LIMITED,BSE_EQ
NSE_EQ|INE672B01032,MUNJALAU,MUNJAL AUTO IND. LTD.,NSE_EQ
BCD_FO|2150932,GBPINR25AUG114.75CE,GBPINR,BCD_FO
BCD_FO|2150934,GBPINR25AUG116.25CE,GBPINR,BCD_FO
BCD_FO|2150939,JPYINR25AUG59.75PE,JPYINR,BCD_FO
NSE_COM|127250,ZINC25JUL237.5PE,ZINC,NSE_COM
BCD_FO|2150937,EURINR25AUG99.75CE,EURINR,BCD_FO
BCD_FO|2149936,GBPINR25718120.5CE,GBPINR,BCD_FO
BCD_FO|2149951,EURINR25801102.5PE,EURINR,BCD_FO
BCD_FO|2149953,EURINR25801102.5CE,EURINR,BCD_FO
BCD_FO|2150922,GBPINR25AUG116.25PE,GBPINR,BCD_FO
BCD_FO|2150923,EURINR25AUG99.75PE,EURINR,BCD_FO
BCD_FO|2150928,EURINR25AUG95.25PE,EURINR,BCD_FO
BCD_FO|2150926,EURINR25AUG93.75PE,EURINR,BCD_FO
BSE_EQ|INE680A01011,DHANBANK,DHANLAXMI BANK LIMITED,BSE_EQ
NSE_EQ|INE849L01019,ORTEL,ORTEL COMMUNICATIONS LTD,NSE_EQ
NSE_EQ|INE666D01022,BORORENEW,BOROSIL RENEWABLES LTD,NSE_EQ
BSE_EQ|INE199E01014,SUNSHIEL,SUNSHIELD CHEMICALS LTD.,BSE_EQ
BCD_FO|2149922,GBPINR25DEC120.5PE,GBPINR,BCD_FO
NSE_EQ|INE505A01010,DMCC,DMCC SPECIALITY CHEMICALS,NSE_EQ
BCD_FO|2149923,GBPINR25725120.5PE,GBPINR,BCD_FO
BCD_FO|2150919,GBPINR25AUG114.75PE,GBPINR,BCD_FO
BCD_FO|2149934,GBPINR25718120.5PE,GBPINR,BCD_FO
NSE_COM|127249,ZINC25JUL237.5CE,ZINC,NSE_COM
BCD_FO|2150906,EURINR25AUG95.75CE,EURINR,BCD_FO
BCD_FO|2150907,EURINR25AUG97.25CE,EURINR,BCD_FO
BCD_FO|2150905,GBPINR25AUG112.25CE,GBPINR,BCD_FO
BCD_FO|2149924,GBPINR25DEC120.5CE,GBPINR,BCD_FO
BCD_FO|2149925,GBPINR25725120.5CE,GBPINR,BCD_FO
BCD_FO|2149926,GBPINR25SEP120.5PE,GBPINR,BCD_FO
BCD_FO|2149927,GBPINR25SEP120.5CE,GBPINR,BCD_FO
BCD_FO|2149985,EURINR25718102.75PE,EURINR,BCD_FO
BCD_FO|2150975,JPYINR25AUG59.25PE,JPYINR,BCD_FO
BCD_FO|2150976,USDINR25AUG84.5PE,USDINR,BCD_FO
BCD_FO|2149988,GBPINR25JUL120.75PE,GBPINR,BCD_FO
BCD_FO|2150974,JPYINR25AUG57.75PE,JPYINR,BCD_FO
BCD_FO|2149981,GBPINR25718120.75CE,GBPINR,BCD_FO
BSE_EQ|INE038B01010,SVCIND,SVC INDUSTRIES LIMITED,BSE_EQ
BCD_FO|2149979,GBPINR25718120.75PE,GBPINR,BCD_FO
BCD_FO|2149994,GBPINR25JUL120.75CE,GBPINR,BCD_FO
BCD_FO|2149996,GBPINR25801120.75PE,GBPINR,BCD_FO
BCD_FO|2150965,JPYINR25AUG55.25CE,JPYINR,BCD_FO
BCD_FO|2149999,GBPINR25801120.75CE,GBPINR,BCD_FO
BCD_FO|2150968,EURINR25AUG93.25PE,EURINR,BCD_FO
BCD_FO|2149990,EURINR25718102.75CE,EURINR,BCD_FO
BSE_EQ|INE881E01017,KELENRG,KELTECH ENERGIES LTD.,BSE_EQ
NCD_FO|14192,GBPINR26JUN123.5CE,GBPINR,NCD_FO
BCD_FO|2149961,GBPINR25DEC120.75PE,GBPINR,BCD_FO
NCD_FO|14193,GBPINR26JUN123.5PE,GBPINR,NCD_FO
BCD_FO|2149962,GBPINR25725120.75PE,GBPINR,BCD_FO
NCD_FO|14194,GBPINR26JUN123.75CE,GBPINR,NCD_FO
BCD_FO|2149963,GBPINR25SEP120.75CE,GBPINR,BCD_FO
NCD_FO|14195,GBPINR26JUN123.75PE,GBPINR,NCD_FO
BCD_FO|2149965,GBPINR25DEC120.75CE,GBPINR,BCD_FO
BCD_FO|2150951,JPYINR25AUG55.25PE,JPYINR,BCD_FO
NCD_FO|14190,GBPINR26JUN123.25CE,GBPINR,NCD_FO
BCD_FO|2149967,GBPINR25725120.75CE,GBPINR,BCD_FO
NCD_FO|14191,GBPINR26JUN123.25PE,GBPINR,NCD_FO
BSE_EQ|INE558A01019,IPRINGLTD,IP RINGS LTD.,BSE_EQ
BCD_FO|2150956,JPYINR25AUG59.75CE,JPYINR,BCD_FO
BCD_FO|2150959,USDINR25AUG86.5CE,USDINR,BCD_FO
BCD_FO|2135321,GBPINR25DEC115.75PE,GBPINR,BCD_FO
BCD_FO|2135324,GBPINR25DEC115.75CE,GBPINR,BCD_FO
BCD_FO|2149959,GBPINR25SEP120.75PE,GBPINR,BCD_FO
BCD_FO|2149972,EURINR25725102.75PE,EURINR,BCD_FO
NCD_FO|14182,GBPINR26JUN122.25CE,GBPINR,NCD_FO
NCD_FO|14183,GBPINR26JUN122.25PE,GBPINR,NCD_FO
BCD_FO|2149974,EURINR25725102.75CE,EURINR,BCD_FO
NCD_FO|14184,GBPINR26JUN122.5CE,GBPINR,NCD_FO
BCD_FO|2150941,USDINR25AUG86.5PE,USDINR,BCD_FO
BCD_FO|2150944,EURINR25AUG93.75CE,EURINR,BCD_FO
NCD_FO|14185,GBPINR26JUN122.5PE,GBPINR,NCD_FO
NCD_FO|14186,GBPINR26JUN122.75CE,GBPINR,NCD_FO
BCD_FO|2150948,EURINR25AUG95.25CE,EURINR,BCD_FO
NCD_FO|14187,GBPINR26JUN122.75PE,GBPINR,NCD_FO
BSE_EQ|INE685Z01033,RAJNISH,Rajnish Wellness Limited,BSE_EQ
BSE_EQ|INE776O01018,GITARENEW,GITA RENEWABLE ENERGY LIMITED,BSE_EQ
MCX_FO|457509,ZINC25AUG272.5CE,ZINC,MCX_FO
BSE_EQ|INE710D01028,BNRSEC,B.N.RATHI SECURITIES LTD.,BSE_EQ
NSE_FO|115988,M&M25JUL3150CE,MAHINDRA & MAHINDRA LTD,NSE_FO
NSE_FO|115987,M&M25JUL3050PE,MAHINDRA & MAHINDRA LTD,NSE_FO
NSE_FO|115984,M&M25JUL2950PE,MAHINDRA & MAHINDRA LTD,NSE_FO
NSE_FO|115985,M&M25JUL3050CE,MAHINDRA & MAHINDRA LTD,NSE_FO
MCX_FO|457527,ZINC25AUG277.5CE,ZINC,MCX_FO
BSE_EQ|INE500A01029,DCW,DCW LTD.,BSE_EQ
NSE_COM|127174,ZINC25JUL262.5CE,ZINC,NSE_COM
NSE_COM|127175,ZINC25JUL262.5PE,ZINC,NSE_COM
NSE_COM|127170,ZINC25JUL257.5CE,ZINC,NSE_COM
NSE_EQ|INE201P01022,GRINFRA,G R INFRAPROJECTS LIMITED,NSE_EQ
NSE_COM|127171,ZINC25JUL257.5PE,ZINC,NSE_COM
BSE_EQ|INF179KC1DL6,HDFCQUAL,HDFC Mutual Fund,BSE_EQ
MCX_FO|457510,ZINC25AUG272.5PE,ZINC,MCX_FO
NSE_EQ|INE1NPP01017,ENRIN,SIEMENS ENERGY INDIA LTD,NSE_EQ
NSE_EQ|INE0GK401011,TATVA,TATVA CHIN PHARM CHEM LTD,NSE_EQ
NSE_COM|127158,ZINC25JUL242.5CE,ZINC,NSE_COM
NSE_COM|127159,ZINC25JUL242.5PE,ZINC,NSE_COM
BSE_EQ|INE022C01012,EUROTEXIND,EUROTEX INDUSTRIES & EXPORTS L,BSE_EQ
NSE_EQ|INE427F01016,CHALET,CHALET HOTELS LIMITED,NSE_EQ
BSE_EQ|INE449C01025,ANDREWYU,ANDREW YULE & COMPANY LTD.,BSE_EQ
NSE_EQ|INE0P4701011,SAHAJSOLAR,SAHAJ SOLAR LIMITED,NSE_EQ
BSE_EQ|INE717W01049,GANDHAR,Gandhar Oil Refinery (India) L,BSE_EQ
BSE_EQ|INF179KC1DJ0,HDFCGROWTH,HDFC Mutual Fund,BSE_EQ
NSE_COM|127166,ZINC25JUL252.5CE,ZINC,NSE_COM
BSE_EQ|INE274M01026,COMFINCAP,COMFORT FINCAP LTD.,BSE_EQ
NSE_EQ|INE732S01012,SAKAR,SAKAR HEALTHCARE LIMITED,NSE_EQ
NSE_COM|127167,ZINC25JUL252.5PE,ZINC,NSE_COM
MCX_FO|457530,ZINC25AUG277.5PE,ZINC,MCX_FO
NSE_COM|127162,ZINC25JUL247.5CE,ZINC,NSE_COM
NSE_COM|127163,ZINC25JUL247.5PE,ZINC,NSE_COM
BSE_EQ|INF179KC1DK8,HDFCVALUE,HDFC Mutual Fund,BSE_EQ
NSE_FO|70108,BAJAJ-AUTO25SEP8200PE,BAJAJ AUTO LIMITED,NSE_FO
NSE_FO|70109,BAJAJ-AUTO25SEP8400CE,BAJAJ AUTO LIMITED,NSE_FO
BSE_EQ|INE521J01018,CPCAP,CP CAPITAL LIMITED,BSE_EQ
NCD_FO|14690,EURINR25808106.75PE,EURINR,NCD_FO
NSE_FO|70104,BAJAJ-AUTO25SEP7800PE,BAJAJ AUTO LIMITED,NSE_FO
NSE_FO|70105,BAJAJ-AUTO25SEP8000CE,BAJAJ AUTO LIMITED,NSE_FO
NSE_FO|70106,BAJAJ-AUTO25SEP8000PE,BAJAJ AUTO LIMITED,NSE_FO
NSE_FO|70107,BAJAJ-AUTO25SEP8200CE,BAJAJ AUTO LIMITED,NSE_FO
NSE_FO|70100,BAJAJ-AUTO25SEP7600PE,BAJAJ AUTO LIMITED,NSE_FO
NCD_FO|14697,EURINR25822106.75CE,EURINR,NCD_FO
NSE_FO|70103,BAJAJ-AUTO25SEP7800CE,BAJAJ AUTO LIMITED,NSE_FO
BSE_EQ|INE893J01029,MOLDTKPAC,MOLD-TEK PACKAGING LIMITED,BSE_EQ
NCD_FO|14698,EURINR25822106.75PE,EURINR,NCD_FO
NCD_FO|14693,EURINR25814106.75CE,EURINR,NCD_FO
NCD_FO|14694,EURINR25814106.75PE,EURINR,NCD_FO
NSE_FO|70115,BAJAJ-AUTO25SEP9000CE,BAJAJ AUTO LIMITED,NSE_FO
NSE_FO|70116,BAJAJ-AUTO25SEP9000PE,BAJAJ AUTO LIMITED,NSE_FO
NSE_FO|70117,BAJAJ-AUTO25SEP9200CE,BAJAJ AUTO LIMITED,NSE_FO
NSE_FO|70118,BAJAJ-AUTO25SEP9200PE,BAJAJ AUTO LIMITED,NSE_FO
NSE_FO|70111,BAJAJ-AUTO25SEP8600CE,BAJAJ AUTO LIMITED,NSE_FO
NSE_FO|70112,BAJAJ-AUTO25SEP8600PE,BAJAJ AUTO LIMITED,NSE_FO
NCD_FO|14685,EURINR25801106.75CE,EURINR,NCD_FO
NSE_FO|70113,BAJAJ-AUTO25SEP8800CE,BAJAJ AUTO LIMITED,NSE_FO
NCD_FO|14686,EURINR25801106.75PE,EURINR,NCD_FO
NSE_FO|70114,BAJAJ-AUTO25SEP8800PE,BAJAJ AUTO LIMITED,NSE_FO
NSE_FO|70110,BAJAJ-AUTO25SEP8400PE,BAJAJ AUTO LIMITED,NSE_FO
NCD_FO|14689,EURINR25808106.75CE,EURINR,NCD_FO
NSE_FO|139994,UNIONBANK25JUL122.5PE,UNION BANK OF INDIA,NSE_FO
NSE_FO|139995,UNIONBANK25JUL127.5CE,UNION BANK OF INDIA,NSE_FO
NSE_FO|139996,UNIONBANK25JUL127.5PE,UNION BANK OF INDIA,NSE_FO
NSE_FO|139997,UNIONBANK25JUL132.5CE,UNION BANK OF INDIA,NSE_FO
BSE_EQ|INF179KC1DI2,HDFCSILVER,HDFC Mutual Fund,BSE_EQ
NSE_FO|139998,UNIONBANK25JUL132.5PE,UNION BANK OF INDIA,NSE_FO
NSE_FO|139999,UNIONBANK25JUL137.5CE,UNION BANK OF INDIA,NSE_FO
BSE_EQ|INE781S01027,VENTIVE,Ventive Hospitality Limited,BSE_EQ
BSE_EQ|INE350Z01018,GLOSTERLTD,Gloster Ltd,BSE_EQ
NCD_FO|14673,EURINR25725106.75CE,EURINR,NCD_FO
NCD_FO|14674,EURINR25725106.75PE,EURINR,NCD_FO
NSE_EQ|INE227G01018,INDOWIND,INDOWIND ENERGY LTD,NSE_EQ
BSE_EQ|INE335K01011,COFFEEDAY,Coffee Day Enterprises Limited,BSE_EQ
NSE_EQ|INE00R701025,DALBHARAT,DALMIA BHARAT LIMITED,NSE_EQ
NCD_FO|14677,EURINR25JUL106.75CE,EURINR,NCD_FO
NCD_FO|14678,EURINR25JUL106.75PE,EURINR,NCD_FO
NSE_EQ|INE03CC01015,JUBLCPL,JUBILANT AGRI N CON PRO L,NSE_EQ
NSE_EQ|INE060B01014,KHANDSE,KHANDWALA SECURITIES LTD,NSE_EQ
NCD_FO|14667,EURINR25718106.75CE,EURINR,NCD_FO
NCD_FO|14668,EURINR25718106.75PE,EURINR,NCD_FO
BSE_EQ|INE948Q01018,BFLAFL,BFL Asset Finvest Limited,BSE_EQ
NSE_EQ|INE912T01018,RPEL,RAGHAV PRODUCTIVITY ENH L,NSE_EQ
NCD_FO|14659,EURINR25DEC100.25PE,EURINR,NCD_FO
NCD_FO|14656,EURINR25SEP100.25CE,EURINR,NCD_FO
NCD_FO|14657,EURINR25SEP100.25PE,EURINR,NCD_FO
NCD_FO|14658,EURINR25DEC100.25CE,EURINR,NCD_FO
NSE_EQ|INE0ZOL01023,EMAPARTNER,EMA PARTNERS INDIA LTD,NSE_EQ
BSE_EQ|INE263A01024,BEL,BHARAT ELECTRONICS LTD.,BSE_EQ
