instrument_key,tradingsymbol,name,exchange
BSE_EQ|INE524B01027,GANDHITUBE,GANDHI SPECIAL TUBES LTD.,BSE_EQ
BSE_EQ|INE752G01015,MSPL,MSP STEEL & POWER LTD.,BSE_EQ
NSE_EQ|INE0SGZ01016,SUNTECH,SUNTECH INFRA SOLUTIONS L,NSE_EQ
NCD_FO|2501,EURINR25SEP93.25CE,EURINR,NCD_FO
BSE_EQ|INE899D01011,DHARFIN,DHARANI FINANCE LTD.,BSE_EQ
NCD_FO|2505,EURINR26MAR88.5PE,EURINR,NCD_FO
NCD_FO|2502,USDINR2591279.25CE,USDINR,NCD_FO
NCD_FO|2503,USDINR2591279.25PE,USDINR,NCD_FO
NCD_FO|2509,USDINR2591284.625CE,USDINR,NCD_FO
NCD_FO|2511,EURINR25DEC86.25PE,EURINR,NCD_FO
NCD_FO|2512,EURINR25DEC86.5CE,EURINR,NCD_FO
NCD_FO|2516,EURINR25718102.75CE,EURINR,NCD_FO
NCD_FO|2513,USDINR2591284.625PE,USDINR,NCD_FO
NCD_FO|2514,USDINR2591979.25CE,USDINR,NCD_FO
NSE_FO|131795,RBLBANK25JUL237.5CE,RBL BANK LIMITED,NSE_FO
NCD_FO|2519,EURINR25SEP93.5CE,EURINR,NCD_FO
NSE_FO|131796,RBLBANK25JUL237.5PE,RBL BANK LIMITED,NSE_FO
NCD_FO|2517,EURINR25SEP93.25PE,EURINR,NCD_FO
NCD_FO|2518,EURINR25718102.75PE,EURINR,NCD_FO
NSE_EQ|INE956G01038,WABAG,VA TECH WABAG LTD,NSE_EQ
NSE_EQ|INE0NB801022,SATKARTAR,SAT KARTAR SHOPPING LTD,NSE_EQ
NSE_FO|116194,M&M25AUG2600CE,MAHINDRA & MAHINDRA LTD,NSE_FO
NSE_FO|116195,M&M25AUG2600PE,MAHINDRA & MAHINDRA LTD,NSE_FO
NSE_FO|116198,M&M25AUG2800CE,MAHINDRA & MAHINDRA LTD,NSE_FO
NSE_FO|116199,M&M25AUG2800PE,MAHINDRA & MAHINDRA LTD,NSE_FO
NSE_FO|116196,M&M25AUG2700CE,MAHINDRA & MAHINDRA LTD,NSE_FO
NSE_FO|116197,M&M25AUG2700PE,MAHINDRA & MAHINDRA LTD,NSE_FO
BSE_EQ|INE220Q01020,MUFTI,Credo Brands Marketing Limited,BSE_EQ
NCD_FO|2540,EURINR25DEC87.25CE,EURINR,NCD_FO
NCD_FO|2541,GBPINR25822122.75CE,GBPINR,NCD_FO
NCD_FO|2545,EURINR25SEP93.75PE,EURINR,NCD_FO
NCD_FO|2542,GBPINR25822122.75PE,GBPINR,NCD_FO
NCD_FO|2543,USDINR2591979.75PE,USDINR,NCD_FO
NCD_FO|2549,EURINR25DEC87.5CE,EURINR,NCD_FO
NCD_FO|2547,EURINR25DEC87.25PE,EURINR,NCD_FO
NSE_FO|51099,BAJAJ-AUTO25AUG7600PE,BAJAJ AUTO LIMITED,NSE_FO
NCD_FO|2551,EURINR25DEC87.5PE,EURINR,NCD_FO
NCD_FO|2552,USDINR2591980.25CE,USDINR,NCD_FO
BCD_FO|2119208,GBPINR25SEP102.75CE,GBPINR,BCD_FO
NCD_FO|2555,GBPINR25814113.75PE,GBPINR,NCD_FO
NCD_FO|2556,EURINR25DEC87.75CE,EURINR,NCD_FO
NCD_FO|2554,USDINR2591980.25PE,USDINR,NCD_FO
NCD_FO|2557,USDINR2591980.5CE,USDINR,NCD_FO
NCD_FO|2558,USDINR2591980.5PE,USDINR,NCD_FO
BSE_EQ|INE670C01026,IIRM,IIRM HOLDINGS INDIA LIMITED,BSE_EQ
BSE_EQ|INE171Z01026,BDL,Bharat Dynamics Limited,BSE_EQ
BSE_EQ|INE0PZB01013,PFL,POPULAR FOUNDATIONS LIMITED,BSE_EQ
BSE_EQ|INE237A01028,KOTAKBANK,KOTAK MAHINDRA BANK LTD.,BSE_EQ
BSE_EQ|INE289M01016,JOLYPLS,JOLLY PLASTIC INDUSTRIES LTD.,BSE_EQ
NCD_FO|2522,EURINR25DEC86.5PE,EURINR,NCD_FO
NCD_FO|2523,EURINR25SEP93.5PE,EURINR,NCD_FO
NCD_FO|2525,EURINR26MAR88.75CE,EURINR,NCD_FO
NCD_FO|2528,EURINR25DEC86.75CE,EURINR,NCD_FO
NCD_FO|2529,EURINR25SEP93.75CE,EURINR,NCD_FO
NSE_EQ|INE0I0M01023,PRABHA,PRABHA ENERGY LIMITED,NSE_EQ
NCD_FO|2530,USDINR2591979.25PE,USDINR,NCD_FO
NCD_FO|2534,USDINR2591979.5PE,USDINR,NCD_FO
NCD_FO|2531,USDINR2591979.5CE,USDINR,NCD_FO
NCD_FO|2532,EURINR26MAR88.75PE,EURINR,NCD_FO
NCD_FO|2537,EURINR25DEC86.75PE,EURINR,NCD_FO
NCD_FO|2535,USDINR2591979.75CE,USDINR,NCD_FO
BSE_INDEX|CONDIS,CONDIS,BSE CONSUMER DISCRE,BSE_INDEX
NCD_FO|2585,USDINR2591981.75PE,USDINR,NCD_FO
NCD_FO|2582,USDINR2591981.75CE,USDINR,NCD_FO
NCD_FO|2589,EURINR26MAR89.5CE,EURINR,NCD_FO
BCD_FO|2119259,USDINR25SEP90.25CE,USDINR,BCD_FO
NCD_FO|2586,EURINR25SEP95.25PE,EURINR,NCD_FO
BCD_FO|2119257,USDINR25SEP90.25PE,USDINR,BCD_FO
NSE_EQ|INE0S8401018,DCG,DCG CABLES & WIRES LTD,NSE_EQ
BSE_EQ|INE576N01014,RADIXIND,RADIX INDUSTRIES (INDIA) LIMIT,BSE_EQ
BSE_EQ|INE356F01017,JINDCAP,JINDAL CAPITAL LTD.,BSE_EQ
BSE_EQ|INE0CQ101015,RCAN,Rajeshwari Cans Limited,BSE_EQ
BSE_EQ|INE725E01024,ORISSAMINE,ORISSA MINERALS DEVELOPMENT CO,BSE_EQ
NCD_FO|2595,USDINR2591982.5CE,USDINR,NCD_FO
NCD_FO|2596,USDINR2591982.5PE,USDINR,NCD_FO
NCD_FO|2593,USDINR2591982.25CE,USDINR,NCD_FO
NCD_FO|2594,USDINR2591982.25PE,USDINR,NCD_FO
NCD_FO|2599,EURINR25SEP95.5PE,EURINR,NCD_FO
NCD_FO|2597,USDINR2591982.75CE,USDINR,NCD_FO
NCD_FO|2598,EURINR25SEP95.5CE,EURINR,NCD_FO
NSE_EQ|INE544R01021,GREENLAM,GREENLAM INDUSTRIES LTD.,NSE_EQ
BSE_EQ|INE501Y01019,SCPL,SHEETAL COOL PRODUCTS LIMITED,BSE_EQ
NSE_FO|51090,BAJAJ-AUTO25AUG6800CE,BAJAJ AUTO LIMITED,NSE_FO
NSE_FO|51091,BAJAJ-AUTO25AUG6800PE,BAJAJ AUTO LIMITED,NSE_FO
NSE_FO|51092,BAJAJ-AUTO25AUG7000CE,BAJAJ AUTO LIMITED,NSE_FO
NSE_FO|51093,BAJAJ-AUTO25AUG7000PE,BAJAJ AUTO LIMITED,NSE_FO
NSE_FO|51094,BAJAJ-AUTO25AUG7200CE,BAJAJ AUTO LIMITED,NSE_FO
NSE_FO|51095,BAJAJ-AUTO25AUG7200PE,BAJAJ AUTO LIMITED,NSE_FO
NSE_FO|51096,BAJAJ-AUTO25AUG7400CE,BAJAJ AUTO LIMITED,NSE_FO
NCD_FO|2570,EURINR25DEC87.75PE,EURINR,NCD_FO
NSE_FO|51097,BAJAJ-AUTO25AUG7400PE,BAJAJ AUTO LIMITED,NSE_FO
NSE_FO|51098,BAJAJ-AUTO25AUG7600CE,BAJAJ AUTO LIMITED,NSE_FO
NCD_FO|2562,USDINR2591980.75PE,USDINR,NCD_FO
NCD_FO|2560,EURINR25SEP94.25CE,EURINR,NCD_FO
NCD_FO|2561,USDINR2591980.75CE,USDINR,NCD_FO
NCD_FO|2566,EURINR25SEP94.5CE,EURINR,NCD_FO
NCD_FO|2565,EURINR25SEP94.25PE,EURINR,NCD_FO
NCD_FO|2568,EURINR25SEP94.5PE,EURINR,NCD_FO
NCD_FO|2569,EURINR25SEP94.75CE,EURINR,NCD_FO
BSE_EQ|INE819S01025,ZEAL,Zeal Aqua Limited,BSE_EQ
NSE_EQ|INE881D01027,OFSS,ORACLE FIN SERV SOFT LTD.,NSE_EQ
NCD_FO|2580,EURINR25SEP95.25CE,EURINR,NCD_FO
BSE_EQ|INE296H01011,EMKAY,EMKAY GLOBAL FINANCIAL SERVICE,BSE_EQ
NCD_FO|2581,USDINR2591981.5PE,USDINR,NCD_FO
BSE_EQ|INE626H01019,ZBINTXPP,BINAYAK TEX PROCESSORS LTD.,BSE_EQ
NCD_FO|2574,USDINR2591981.25CE,USDINR,NCD_FO
BSE_EQ|INE167E01037,PANCM,PANYAM CEMENTS & MINERAL INDUS,BSE_EQ
NCD_FO|2572,EURINR25SEP94.75PE,EURINR,NCD_FO
NCD_FO|2578,EURINR26MAR89.25CE,EURINR,NCD_FO
NCD_FO|2575,USDINR2591981.25PE,USDINR,NCD_FO
NCD_FO|2576,USDINR2591981.5CE,USDINR,NCD_FO
BCD_FO|2119268,GBPINR25SEP102.5CE,GBPINR,BCD_FO
NCD_FO|2579,EURINR26MAR89.25PE,EURINR,NCD_FO
BCD_FO|2119262,GBPINR25SEP102.5PE,GBPINR,BCD_FO
BSE_EQ|INE0LDI01022,INNOKAIZ,INNOKAIZ INDIA LIMITED,BSE_EQ
BSE_EQ|INE273D01019,AARVEEDEN,AARVEE DENIMS & EXPORTS LTD.,BSE_EQ
NSE_EQ|INE0MOT01016,KANDARP,KANDARP DG SMART BPO LTD,NSE_EQ
BSE_EQ|INE197J01017,LPDC,LANDMARK PROPERTY DEVELOPMENT,BSE_EQ
BSE_EQ|INE920C01017,NTCIND,NTC INDUSTRIES LTD.,BSE_EQ
NSE_EQ|INE01GN01025,IRISDOREME,IRIS CLOTHINGS LIMITED,NSE_EQ
NSE_FO|116300,M&MFIN25JUL288.5CE,M&M FIN. SERVICES LTD,NSE_FO
NSE_FO|116303,M&MFIN25JUL288.5PE,M&M FIN. SERVICES LTD,NSE_FO
NSE_FO|116304,M&MFIN25JUL298.5CE,M&M FIN. SERVICES LTD,NSE_FO
BSE_EQ|INE761H01022,PAGEIND,PAGE INDUSTRIES LTD.,BSE_EQ
BSE_EQ|INE551D01018,PAKKA,PAKKA LIMITED,BSE_EQ
NSE_EQ|INE215I01027,MAANALU,MAAN ALUMINIUM LIMITED,NSE_EQ
BSE_EQ|INE950I01011,DBCORP,D B CORP LTD,BSE_EQ
BSE_EQ|INE722B01019,PRAVEG,PRAVEG LIMITED,BSE_EQ
BSE_EQ|INE069E01019,SURAJ,SURAJ PRODUCTS LTD.,BSE_EQ
NSE_EQ|INE874I01013,RAMKY,RAMKY INFRA LTD,NSE_EQ
BSE_EQ|INE655P01029,PANAFIC,PANAFIC INDUSTRIALS LTD,BSE_EQ
NSE_EQ|INF109KC17L8,FINIETF,ICICIPRAMC-ICICIFIN,NSE_EQ
BSE_EQ|INE372A01015,APARINDS,APAR INDUSTRIES LTD.,BSE_EQ
NSE_EQ|INE0S9101013,WINNY,WINNY IMMIGRA & EDU SER L,NSE_EQ
NSE_EQ|INE030A01027,HINDUNILVR,HINDUSTAN UNILEVER LTD.,NSE_EQ
NSE_FO|116242,NBCC25AUG127.5PE,NBCC (INDIA) LIMITED,NSE_FO
NSE_FO|116243,NBCC25AUG132.5CE,NBCC (INDIA) LIMITED,NSE_FO
NSE_FO|141202,WIPRO25JUL257.5PE,WIPRO LTD,NSE_FO
NSE_FO|141203,WIPRO25JUL262.5CE,WIPRO LTD,NSE_FO
NSE_FO|141200,WIPRO25JUL252.5PE,WIPRO LTD,NSE_FO
NSE_FO|141201,WIPRO25JUL257.5CE,WIPRO LTD,NSE_FO
NSE_FO|141206,WIPRO25JUL267.5PE,WIPRO LTD,NSE_FO
NSE_FO|141207,WIPRO25JUL272.5CE,WIPRO LTD,NSE_FO
NSE_FO|141204,WIPRO25JUL262.5PE,WIPRO LTD,NSE_FO
NSE_FO|141205,WIPRO25JUL267.5CE,WIPRO LTD,NSE_FO
BSE_EQ|INE414Y01015,SGRL,Shree Ganesh Remedies Limited,BSE_EQ
NSE_FO|116244,NBCC25AUG132.5PE,NBCC (INDIA) LIMITED,NSE_FO
BSE_EQ|INE01BL01012,NSL,Northern Spirits Limited,BSE_EQ
BCD_FO|1027130,USDINR2590483.3CE,USDINR,BCD_FO
NSE_EQ|INE0GOJ01027,QUADPRO,QUADPRO ITES LIMITED,NSE_EQ
BCD_FO|1027131,USDINR2590483.3PE,USDINR,BCD_FO
BCD_FO|1027132,USDINR2590483.2CE,USDINR,BCD_FO
BCD_FO|1027133,USDINR2590483.2PE,USDINR,BCD_FO
BCD_FO|1027134,USDINR2590483.1CE,USDINR,BCD_FO
BCD_FO|1027135,USDINR2590483.1PE,USDINR,BCD_FO
BSE_EQ|INE464D01014,VAPIENTER,VAPI ENTERPRISE LIMITED,BSE_EQ
NSE_EQ|INE0JO301016,YATHARTH,YATHARTH HOSP & TRA C S L,NSE_EQ
NSE_FO|116264,M&MFIN25JUL228.5PE,M&M FIN. SERVICES LTD,NSE_FO
BSE_EQ|INE192B01031,WELSPUNLIV,WELSPUN LIVING LIMITED,BSE_EQ
NSE_FO|116263,M&MFIN25JUL228.5CE,M&M FIN. SERVICES LTD,NSE_FO
NSE_EQ|INE346W01013,APEX,APEX FROZEN FOODS LIMITED,NSE_EQ
NSE_EQ|INE539A01019,GHCL,GHCL LIMITED,NSE_EQ
NSE_FO|116269,M&MFIN25JUL238.5CE,M&M FIN. SERVICES LTD,NSE_FO
BSE_EQ|INE409B01013,SWELECTES,SWELECT ENERGY SYSTEMS LIMITED,BSE_EQ
NSE_FO|116271,M&MFIN25JUL248.5CE,M&M FIN. SERVICES LTD,NSE_FO
NSE_FO|116272,M&MFIN25JUL248.5PE,M&M FIN. SERVICES LTD,NSE_FO
NSE_FO|116270,M&MFIN25JUL238.5PE,M&M FIN. SERVICES LTD,NSE_FO
BSE_EQ|INE025R01021,ARTEMISMED,Artemis Medicare Services Limi,BSE_EQ
NSE_FO|116275,M&MFIN25JUL268.5CE,M&M FIN. SERVICES LTD,NSE_FO
NSE_FO|141210,WIPRO25JUL277.5PE,WIPRO LTD,NSE_FO
NSE_FO|116273,M&MFIN25JUL258.5CE,M&M FIN. SERVICES LTD,NSE_FO
NSE_FO|116274,M&MFIN25JUL258.5PE,M&M FIN. SERVICES LTD,NSE_FO
NSE_FO|141213,WIPRO25JUL287.5CE,WIPRO LTD,NSE_FO
NSE_FO|141214,WIPRO25JUL287.5PE,WIPRO LTD,NSE_FO
NSE_FO|141211,WIPRO25JUL282.5CE,WIPRO LTD,NSE_FO
NSE_FO|141212,WIPRO25JUL282.5PE,WIPRO LTD,NSE_FO
NSE_FO|141217,WIPRO25JUL297.5CE,WIPRO LTD,NSE_FO
NSE_FO|141215,WIPRO25JUL292.5CE,WIPRO LTD,NSE_FO
NSE_FO|141216,WIPRO25JUL292.5PE,WIPRO LTD,NSE_FO
NSE_FO|141208,WIPRO25JUL272.5PE,WIPRO LTD,NSE_FO
NSE_FO|141209,WIPRO25JUL277.5CE,WIPRO LTD,NSE_FO
BSE_EQ|INE804A01025,SWASTIVI,SWASTI VINAYAKA SYNTHETICS LTD,BSE_EQ
BSE_EQ|INE335A01020,SURYAROSNI,SURYA ROSHNI LTD.,BSE_EQ
NSE_EQ|INE0AZY01017,VILAS,VILAS TRANSCORE LIMITED,NSE_EQ
BSE_EQ|INE393F01010,MAXHEIGHTS,MAXHEIGHTS INFRASTRUCTURE LTD.,BSE_EQ
NSE_FO|116208,M&M25AUG3300CE,MAHINDRA & MAHINDRA LTD,NSE_FO
NSE_FO|116209,M&M25AUG3300PE,MAHINDRA & MAHINDRA LTD,NSE_FO
NSE_FO|116202,M&M25AUG3000CE,MAHINDRA & MAHINDRA LTD,NSE_FO
NSE_FO|116203,M&M25AUG3000PE,MAHINDRA & MAHINDRA LTD,NSE_FO
NSE_FO|116200,M&M25AUG2900CE,MAHINDRA & MAHINDRA LTD,NSE_FO
NSE_FO|116201,M&M25AUG2900PE,MAHINDRA & MAHINDRA LTD,NSE_FO
NSE_FO|116206,M&M25AUG3200CE,MAHINDRA & MAHINDRA LTD,NSE_FO
NSE_FO|116207,M&M25AUG3200PE,MAHINDRA & MAHINDRA LTD,NSE_FO
NSE_FO|116204,M&M25AUG3100CE,MAHINDRA & MAHINDRA LTD,NSE_FO
NSE_FO|116205,M&M25AUG3100PE,MAHINDRA & MAHINDRA LTD,NSE_FO
NSE_FO|116210,M&M25AUG3400CE,MAHINDRA & MAHINDRA LTD,NSE_FO
NSE_FO|116213,M&M25AUG3500PE,MAHINDRA & MAHINDRA LTD,NSE_FO
NSE_FO|116214,M&M25AUG3600CE,MAHINDRA & MAHINDRA LTD,NSE_FO
NSE_FO|116211,M&M25AUG3400PE,MAHINDRA & MAHINDRA LTD,NSE_FO
NSE_FO|116212,M&M25AUG3500CE,MAHINDRA & MAHINDRA LTD,NSE_FO
NSE_FO|116217,M&M25AUG3700PE,MAHINDRA & MAHINDRA LTD,NSE_FO
NSE_FO|116215,M&M25AUG3600PE,MAHINDRA & MAHINDRA LTD,NSE_FO
NSE_FO|116216,M&M25AUG3700CE,MAHINDRA & MAHINDRA LTD,NSE_FO
BCD_FO|1027128,USDINR2590483.4CE,USDINR,BCD_FO
BCD_FO|1027129,USDINR2590483.4PE,USDINR,BCD_FO
NSE_EQ|INE274V01019,SHANKARA,SHANKARA BLDG PRODUCT LTD,NSE_EQ
BSE_EQ|INE775R01013,ROLCOEN,ROLCON ENGINEERING CO.LTD.,BSE_EQ
BSE_EQ|INE957W01025,MISQUITA,Misquita Engineering Limited,BSE_EQ
BCD_FO|2144253,GBPINR25SEP119.5CE,GBPINR,BCD_FO
BCD_FO|2144251,GBPINR25SEP119.5PE,GBPINR,BCD_FO
BSE_EQ|INE239F01015,ZDHJERK,DHANVANTRI JEEVAN REKHA LTD.,BSE_EQ
BSE_EQ|INE106T01025,HITECH,HI-TECH PIPES LIMITED,BSE_EQ
BSE_EQ|INE00F201020,PRUDENT,Prudent Corporate Advisory Ser,BSE_EQ
NSE_EQ|INE0APB01032,MGEL,MANGALAM GLOBAL ENT LTD,NSE_EQ
BSE_EQ|INF680P01422,LIQUIDSHRI,Shriram Mutual Fund,BSE_EQ
NSE_EQ|INE411D01015,SKMEGGPROD,SKM EGG PROD-ROLL SETT,NSE_EQ
NSE_EQ|INE729D01010,KILITCH,KILITCH DRUGS INDIA LTD,NSE_EQ
BSE_EQ|INE731C01018,KHAITANLTD,KHAITAN (INDIA) LTD.,BSE_EQ
BSE_EQ|INE613A01020,RALLIS,RALLIS INDIA LTD.,BSE_EQ
BSE_EQ|INE759V01019,HEADSUP,Heads UP Ventures Limited,BSE_EQ
BSE_EQ|INE803D01021,INDOBORAX,INDO BORAX & CHEMICALS LTD.,BSE_EQ
NSE_FO|51100,BAJAJ-AUTO25AUG7800CE,BAJAJ AUTO LIMITED,NSE_FO
NSE_FO|51101,BAJAJ-AUTO25AUG7800PE,BAJAJ AUTO LIMITED,NSE_FO
NSE_FO|51102,BAJAJ-AUTO25AUG8000CE,BAJAJ AUTO LIMITED,NSE_FO
NSE_FO|51103,BAJAJ-AUTO25AUG8000PE,BAJAJ AUTO LIMITED,NSE_FO
NCD_FO|2621,USDINR2591983.25PE,USDINR,NCD_FO
NSE_FO|51104,BAJAJ-AUTO25AUG8200CE,BAJAJ AUTO LIMITED,NSE_FO
BSE_EQ|INE303R01014,KALYANKJIL,Kalyan Jewellers India Limited,BSE_EQ
NCD_FO|2622,USDINR2591983.5CE,USDINR,NCD_FO
NSE_FO|51105,BAJAJ-AUTO25AUG8200PE,BAJAJ AUTO LIMITED,NSE_FO
NSE_FO|51106,BAJAJ-AUTO25AUG8400CE,BAJAJ AUTO LIMITED,NSE_FO
NCD_FO|2620,EURINR25DEC88.5CE,EURINR,NCD_FO
NSE_FO|51107,BAJAJ-AUTO25AUG8400PE,BAJAJ AUTO LIMITED,NSE_FO
NCD_FO|2625,USDINR2591983.75CE,USDINR,NCD_FO
NSE_FO|51108,BAJAJ-AUTO25AUG8600CE,BAJAJ AUTO LIMITED,NSE_FO
NCD_FO|2626,USDINR2591983.75PE,USDINR,NCD_FO
NSE_FO|51109,BAJAJ-AUTO25AUG8600PE,BAJAJ AUTO LIMITED,NSE_FO
NCD_FO|2623,EURINR25SEP96.75CE,EURINR,NCD_FO
NCD_FO|2624,USDINR2591983.5PE,USDINR,NCD_FO
NCD_FO|2627,EURINR25SEP96.75PE,EURINR,NCD_FO
NSE_FO|116298,M&MFIN25JUL278.5CE,M&M FIN. SERVICES LTD,NSE_FO
NSE_FO|116295,M&MFIN25JUL268.5PE,M&M FIN. SERVICES LTD,NSE_FO
BSE_EQ|INE813B01016,PHOTOQUP,PHOTOQUIP INDIA LTD.,BSE_EQ
NCD_FO|2636,EURINR25SEP97.25CE,EURINR,NCD_FO
NSE_FO|116299,M&MFIN25JUL278.5PE,M&M FIN. SERVICES LTD,NSE_FO
NCD_FO|2634,EURINR25DEC88.5PE,EURINR,NCD_FO
NCD_FO|2635,EURINR25DEC88.75CE,EURINR,NCD_FO
BSE_EQ|INE0LCL01028,AVALON,Avalon Technologies Limited,BSE_EQ
NCD_FO|2638,EURINR25DEC88.75PE,EURINR,NCD_FO
NCD_FO|2639,USDINR2591984.25CE,USDINR,NCD_FO
BCD_FO|2144278,GBPINR26MAR119.25PE,GBPINR,BCD_FO
BSE_EQ|INE591G01025,COFORGE,COFORGE LIMITED,BSE_EQ
NSE_EQ|INE882A01013,MARALOVER,MARAL OVERSEAS LTD,NSE_EQ
NCD_FO|2603,EURINR25SEP95.75CE,EURINR,NCD_FO
NCD_FO|2604,USDINR2591982.75PE,USDINR,NCD_FO
NCD_FO|2608,EURINR25725102.75PE,EURINR,NCD_FO
NCD_FO|2605,EURINR25725102.75CE,EURINR,NCD_FO
NCD_FO|2606,EURINR25SEP95.75PE,EURINR,NCD_FO
NSE_EQ|INE668D01028,DONEAR,DONEAR IND. LIMITED,NSE_EQ
BCD_FO|2144282,GBPINR26MAR119.25CE,GBPINR,BCD_FO
NSE_EQ|INE795G01014,HDFCLIFE,HDFC LIFE INS CO LTD,NSE_EQ
NSE_INDEX|Nifty GS Compsite,NIFTY GS COMPSITE,Nifty GS Compsite,NSE_INDEX
NSE_EQ|INE039O01029,JASH,JASH ENGINEERING LIMITED,NSE_EQ
NSE_FO|51110,BAJAJ-AUTO25AUG8800CE,BAJAJ AUTO LIMITED,NSE_FO
NSE_FO|51111,BAJAJ-AUTO25AUG8800PE,BAJAJ AUTO LIMITED,NSE_FO
NSE_FO|51112,BAJAJ-AUTO25AUG9000CE,BAJAJ AUTO LIMITED,NSE_FO
NSE_FO|51113,BAJAJ-AUTO25AUG9000PE,BAJAJ AUTO LIMITED,NSE_FO
NSE_FO|51114,BAJAJ-AUTO25AUG9200CE,BAJAJ AUTO LIMITED,NSE_FO
NSE_FO|51115,BAJAJ-AUTO25AUG9200PE,BAJAJ AUTO LIMITED,NSE_FO
NSE_FO|51116,BAJAJ-AUTO25AUG9400CE,BAJAJ AUTO LIMITED,NSE_FO
NSE_FO|51117,BAJAJ-AUTO25AUG9400PE,BAJAJ AUTO LIMITED,NSE_FO
NSE_FO|51118,BAJAJ-AUTO25AUG9600CE,BAJAJ AUTO LIMITED,NSE_FO
NSE_FO|51119,BAJAJ-AUTO25AUG9600PE,BAJAJ AUTO LIMITED,NSE_FO
NCD_FO|2615,EURINR25DEC88.25CE,EURINR,NCD_FO
NCD_FO|2612,USDINR2591983.25CE,USDINR,NCD_FO
BSE_EQ|INE0BSU01018,LOGICA,LOGICA INFOWAY LIMITED,BSE_EQ
NCD_FO|2613,EURINR25SEP96.25CE,EURINR,NCD_FO
NCD_FO|2618,EURINR25SEP96.5PE,EURINR,NCD_FO
NCD_FO|2619,EURINR25DEC88.25PE,EURINR,NCD_FO
NCD_FO|2616,EURINR25SEP96.25PE,EURINR,NCD_FO
NSE_EQ|INE704V01015,DRL,DHANUKA REALTY LIMITED,NSE_EQ
NCD_FO|2617,EURINR25SEP96.5CE,EURINR,NCD_FO
NSE_EQ|INE0KT901015,AMEYA,AMEYA PRECISION ENG LTD,NSE_EQ
NCD_FO|2662,USDINR2591984.75PE,USDINR,NCD_FO
NCD_FO|2660,EURINR25SEP97.5PE,EURINR,NCD_FO
NCD_FO|2666,GBPINR25AUG122.75CE,GBPINR,NCD_FO
NCD_FO|2663,EURINR25SEP97.75CE,EURINR,NCD_FO
NCD_FO|2664,USDINR2591984.875CE,USDINR,NCD_FO
NCD_FO|2667,GBPINR25AUG122.75PE,GBPINR,NCD_FO
NCD_FO|2668,USDINR2591984.875PE,USDINR,NCD_FO
NCD_FO|2680,EURINR25SEP98.25CE,EURINR,NCD_FO
NCD_FO|2673,USDINR2591985.125CE,USDINR,NCD_FO
NCD_FO|2676,EURINR25DEC89.5CE,EURINR,NCD_FO
NCD_FO|2677,EURINR25SEP97.75PE,EURINR,NCD_FO
NCD_FO|2675,EURINR25DEC89.25PE,EURINR,NCD_FO
MCX_FO|453147,ZINC25JUL247.5CE,ZINC,MCX_FO
BSE_INDEX|REALTY,REALTY,BSE REALTY,BSE_INDEX
NSE_EQ|INE0OPC01015,INM,INTERIORS & MORE LIMITED,NSE_EQ
MCX_FO|453140,ZINC25JUL252.5CE,ZINC,MCX_FO
MCX_FO|453142,ZINC25JUL252.5PE,ZINC,MCX_FO
NCD_FO|2640,USDINR2591984.25PE,USDINR,NCD_FO
NCD_FO|2644,JPYINR25AUG65.5CE,JPYINR,NCD_FO
NSE_EQ|INE872J01023,DEVYANI,DEVYANI INTERNATIONAL LTD,NSE_EQ
NCD_FO|2641,GBPINR25814114.25CE,GBPINR,NCD_FO
NCD_FO|2642,GBPINR25814114.25PE,GBPINR,NCD_FO
NCD_FO|2647,USDINR2591984.5PE,USDINR,NCD_FO
NCD_FO|2645,JPYINR25AUG65.5PE,JPYINR,NCD_FO
NCD_FO|2646,USDINR2591984.5CE,USDINR,NCD_FO
NCD_FO|2649,USDINR2591984.625CE,USDINR,NCD_FO
BSE_EQ|INE245L01028,RDBIPL,RDB INFRASTRUCTURE AND POWER L,BSE_EQ
NCD_FO|2652,EURINR25SEP97.25PE,EURINR,NCD_FO
NCD_FO|2653,USDINR2591984.625PE,USDINR,NCD_FO
NCD_FO|2658,EURINR25DEC89.25CE,EURINR,NCD_FO
NCD_FO|2656,EURINR25SEP97.5CE,EURINR,NCD_FO
NCD_FO|2657,USDINR2591984.75CE,USDINR,NCD_FO
NSE_EQ|INE500X01013,LEXUS,LEXUS GRANITO (INDIA) LTD,NSE_EQ
NSE_EQ|INE0P1Q01015,SERVICE,SERVICE CARE LIMITED,NSE_EQ
NSE_EQ|INE828O01033,MITCON,MITCON CON & ENG SER LTD,NSE_EQ
NSE_EQ|INE0YAL01017,PPSL,PICTUREPOST STUDIOS LTD,NSE_EQ
NSE_EQ|INE111Q01021,PDSL,PDS LIMITED,NSE_EQ
MCX_FO|453152,ZINC25JUL247.5PE,ZINC,MCX_FO
NCD_FO|2691,USDINR2591985.25CE,USDINR,NCD_FO
NSE_EQ|INE121N01019,THEJO,THEJO ENGINEERING LIMITED,NSE_EQ
NCD_FO|2683,EURINR25SEP98.5PE,EURINR,NCD_FO
NCD_FO|2681,EURINR25SEP98.25PE,EURINR,NCD_FO
NCD_FO|2682,EURINR25SEP98.5CE,EURINR,NCD_FO
NCD_FO|2687,EURINR25SEP98.75PE,EURINR,NCD_FO
NCD_FO|2688,USDINR2591985.125PE,USDINR,NCD_FO
NCD_FO|2686,EURINR25SEP98.75CE,EURINR,NCD_FO
